#{"t_start": 1524090431.0450215, "env_id": "Hopper-v2"}
r,l,t
467.235768,164,145.517434
455.932399,161,145.68274
477.394418,168,145.853473
471.385799,165,146.021781
483.672059,166,146.193906
605.257959,203,146.400408
436.644806,157,146.560234
487.256566,169,146.732882
469.475201,166,146.909302
481.439501,169,147.08677
467.996406,163,147.252651
473.218875,164,147.420828
459.90768,161,147.585894
480.609418,166,148.724805
503.275034,171,148.899423
458.590784,159,149.063796
664.290755,208,149.27532
490.357133,170,149.448891
462.931237,160,149.612652
516.051568,180,149.799787
636.196313,201,150.004507
469.112707,167,150.17515
608.721741,204,150.383971
586.08292,199,150.587007
505.239329,174,151.640333
519.743626,179,151.822278
585.718402,193,152.020002
475.415116,168,152.190602
652.272578,205,152.397908
477.486126,168,152.569013
496.390657,171,152.744174
511.482163,176,152.92278
586.386862,194,153.120057
677.719224,211,153.333507
508.076587,175,153.511001
522.318381,177,154.671503
650.883016,203,154.878419
669.602073,212,155.095382
617.670548,199,155.298965
672.838066,217,155.527725
673.33776,211,155.745738
566.736816,186,155.934902
667.804362,211,156.149417
585.634065,193,156.345577
634.348363,201,156.551903
668.061018,208,157.699051
619.628003,196,157.998106
663.654007,210,158.288398
505.484646,176,158.514263
691.996378,217,158.767502
274.203258,112,158.885546
640.324538,202,159.104209
502.867665,172,159.289773
627.253598,198,159.512715
655.048612,206,159.749574
494.77609,169,159.952644
492.714168,170,161.123613
685.116477,219,161.346252
706.285328,221,161.604995
629.285368,199,161.820569
674.041907,213,162.037848
690.954647,216,162.269768
650.390671,207,162.487292
650.551744,207,162.712391
686.005317,216,162.934317
669.646874,211,163.177965
634.159007,199,164.33682
709.484715,224,164.568192
650.198758,204,164.80995
657.678822,211,165.028888
647.210837,206,165.239746
645.387875,206,165.452761
646.571723,203,165.671281
649.282006,206,165.93273
670.109983,212,166.213095
715.195674,225,166.55044
696.411649,225,167.943341
673.724523,210,168.182561
682.030708,219,168.42029
700.940926,220,168.66713
673.730048,213,168.933715
637.892333,201,169.150095
721.610148,233,169.388014
663.524189,209,169.602496
666.967202,209,169.819764
562.04234,186,170.915171
713.041402,227,171.152932
708.12285,225,171.404638
716.389113,230,171.645689
696.495205,218,171.91509
709.799386,226,172.162019
343.769377,145,172.320015
690.653115,220,172.560524
707.971396,226,172.793653
714.281825,227,173.039994
717.082382,227,174.304298
690.941113,218,174.550368
692.439305,220,174.797035
702.581258,220,175.027002
701.905739,222,175.279398
699.497944,223,175.525281
695.493173,217,175.763964
710.561985,226,176.005865
680.491065,218,176.246024
676.884713,216,177.400163
663.362385,215,177.624172
651.105631,201,177.854482
707.649539,225,178.10324
674.186791,212,178.33408
709.844233,224,178.575101
695.340115,221,178.819896
682.204932,215,179.080403
678.604698,212,179.326632
693.852703,215,179.548318
698.486982,220,180.817347
747.104656,244,181.08259
676.818675,216,181.31266
696.453708,221,181.539217
707.557203,225,181.773726
722.600081,231,182.01151
701.974994,222,182.239054
345.581494,144,182.386198
355.809148,148,182.53829
695.390087,221,183.631897
692.540039,218,183.857134
636.020888,199,184.061351
691.376495,216,184.282926
742.809831,237,184.525566
706.66976,227,184.758831
708.914277,227,184.991137
694.983246,219,185.215941
695.697208,220,185.449424
703.88592,221,185.684385
704.338065,224,186.937221
683.54325,217,187.159166
693.010674,223,187.385637
693.736221,220,187.609168
702.194232,223,187.871213
324.943993,144,188.048512
709.651692,225,188.306631
689.876634,222,188.568717
691.000222,221,188.853863
691.026369,221,190.125679
693.208562,222,190.41169
710.718081,228,190.660226
687.856588,218,190.883566
709.28693,226,191.135788
702.661225,224,191.384283
690.320065,215,191.647593
711.923285,225,191.920957
727.942201,238,192.164925
711.631976,229,193.53679
719.465231,232,193.788271
645.028088,214,194.034977
719.135812,228,194.328027
347.775416,145,194.506498
339.013616,144,194.68557
691.144198,220,194.963808
712.829599,228,195.210542
728.913536,237,195.459109
709.23287,229,195.733952
