#{"t_start": 1524093148.4334223, "env_id": "hc-v3"}
r,l,t
1761.279691,1000,505.339714
1440.784234,1000,506.2971
1807.993812,1000,508.229961
1357.666464,1000,509.18359
2299.979142,1000,511.076241
2460.659042,1000,512.049304
2418.060047,1000,513.990557
1655.961655,1000,514.944192
2153.250203,1000,516.77837
2438.044184,1000,517.725198
2520.194486,1000,519.658061
2570.829565,1000,520.612677
1419.234314,1000,522.428696
1726.164161,1000,523.381081
2604.990444,1000,525.319208
2363.767447,1000,526.279345
1892.009829,1000,528.161684
2615.708194,1000,529.11494
2583.890343,1000,531.098024
2521.852609,1000,532.055754
2596.028315,1000,534.593761
2466.734126,1000,537.229153
2531.935328,1000,542.342736
1843.648932,1000,544.846617
2583.012028,1000,549.767664
1972.675793,1000,552.20866
2040.355199,1000,554.657289
2605.989205,1000,559.656695
2641.975306,1000,562.157588
2634.947708,1000,567.085131
2709.21711,1000,569.634864
2579.366641,1000,574.370473
2543.39016,1000,575.325405
2651.413395,1000,577.177616
2644.936571,1000,578.159249
2688.893675,1000,580.17433
2738.8648,1000,581.150113
2656.392275,1000,583.0679
2467.661466,1000,584.076825
2754.919766,1000,586.063947
2363.164885,1000,587.076994
2497.439036,1000,588.956107
2644.752427,1000,589.890673
2791.442376,1000,591.810819
2737.370206,1000,592.749514
2706.771056,1000,594.634056
2769.490148,1000,595.613186
2542.001663,1000,597.569829
1194.677984,1000,598.526929
