#{"t_start": 1524074778.0551548, "env_id": "Ant-v2"}
r,l,t
-50.615228,33,171.58686
-105.729451,62,171.714064
-37.450489,56,171.824973
-18.535206,18,171.862114
-53.717951,22,171.916298
-45.960384,24,171.972738
-118.817602,106,172.205487
-64.372694,23,172.253941
-102.256318,52,172.364218
-130.539764,70,172.506644
-30.419126,13,172.530119
-53.357648,36,172.59445
-40.185253,33,172.656219
-26.65957,15,172.685098
-19.392995,17,172.716527
-68.6302,36,172.780926
-40.265432,52,172.874749
-40.061338,39,172.94489
-55.720455,26,172.991111
-100.230466,80,173.135191
-29.880852,20,173.170609
-92.225269,47,173.255958
-1539.968353,1000,176.760719
-64.6009,46,176.850132
-1590.540655,1000,178.801047
-298.679997,181,179.125946
-114.992459,96,179.299063
-48.375585,44,179.381444
-57.431802,20,179.420106
-132.232633,68,179.545128
-175.084907,126,179.774402
-40.411316,27,179.823155
-65.048559,36,179.88786
-59.567616,34,179.948083
-19.625144,12,179.969474
-193.585103,118,181.900074
-57.261006,23,181.945977
-78.588513,36,182.019099
-102.913743,50,182.108227
-52.632451,27,182.159535
-60.461132,35,182.222575
-106.871802,56,182.332085
-23.795582,15,182.363459
-119.08243,60,182.485216
-52.530618,31,182.547725
-150.473434,93,182.736048
-89.646172,52,182.840265
-139.916524,74,182.987598
-13.645524,17,183.022662
-22.238558,11,183.044552
-74.181986,34,183.112947
-51.195116,34,183.180902
-245.973532,125,183.429966
-1635.709729,1000,185.265858
-27.827113,22,185.306499
-30.041851,35,185.369309
-103.127985,46,185.45305
-23.799976,12,185.475982
-78.002372,54,185.573389
-124.321562,43,185.653671
-23.248151,35,185.716465
-16.87349,13,187.418373
-14.627811,17,187.455098
-53.514346,44,187.550931
-42.581516,30,187.60801
-41.876197,20,187.649481
-130.637129,73,187.801925
-49.075175,28,187.862701
-17.083132,25,187.918413
-93.309745,41,188.003165
-38.418431,17,188.037435
-59.247391,43,188.131485
-13.936985,14,188.164173
-49.334794,30,188.233805
-50.240499,33,188.310178
-17.860541,11,188.33484
-165.020066,77,188.507214
-133.698889,49,188.612675
-150.805677,96,188.830474
-205.337889,116,189.076025
-54.489065,30,189.136781
-42.164778,20,189.179583
-49.539808,29,189.24177
-42.812646,39,189.324316
-26.220759,15,189.354306
-34.354644,31,189.411783
-30.166678,14,189.437583
-29.349994,28,189.488843
-162.739669,97,189.668023
-65.296496,53,189.762773
-97.179611,53,189.858448
-23.037823,30,189.912164
-45.68434,24,189.95665
-67.035719,23,189.998085
-100.860907,54,190.094546
-62.904162,44,190.178789
-54.359805,28,190.230247
-50.263908,34,190.293492
-74.088944,56,190.402196
-19.465972,19,190.436807
-65.398634,88,190.59866
-133.404954,104,190.789665
-32.82746,21,190.827892
-130.110113,78,190.984628
-33.627381,17,191.016332
-48.471806,49,191.105257
-14.246757,20,191.141509
-50.284939,38,191.213048
-163.638105,107,191.407836
-46.605959,24,191.45185
-1433.791204,1000,195.249745
-66.374771,31,195.307687
-56.627316,38,195.382334
-198.11047,88,195.557395
-1392.422187,1000,199.204079
-24.653946,20,199.24019
-72.368009,54,199.342445
-1387.487862,1000,201.36402
-1309.571773,1000,204.823952
-111.426151,77,204.968267
-26.153524,18,205.001087
-32.993,32,205.060674
-66.422736,51,205.160003
-24.38502,13,205.186498
-196.384619,113,205.422868
-31.398255,24,205.473046
-127.317784,62,205.598137
-42.567232,29,205.65623
