#{"t_start": 1524086290.5772145, "env_id": "Ant-v2"}
r,l,t
-35.345765,27,150.916552
-89.48881,49,150.981529
-1.889537,25,151.01471
-29.77892,19,151.040128
-4.242934,21,151.068265
-28.468011,22,151.09764
-216.548951,186,151.344995
-26.96083,12,151.361147
-18.623969,32,151.40362
-57.367048,30,151.443803
-26.902876,23,151.474209
-38.930233,29,151.512714
-31.94828,13,151.530156
-52.357294,39,151.581807
-19.609361,16,151.603079
-202.933377,101,151.738
-131.692571,71,151.831786
-44.655713,32,151.874721
-10.576051,19,151.900072
-64.684711,57,151.975408
-36.466147,33,152.019233
-37.159931,21,152.047313
-21.950858,45,152.107272
-35.091295,46,152.169815
-142.523558,110,152.315675
-1324.899932,1000,154.649445
-33.665721,14,154.669402
-11.596568,12,154.685474
-1235.084114,1000,156.033935
-1270.935398,1000,158.294945
-20.5872,11,158.309873
-51.49814,35,158.35644
-14.111902,13,158.373885
-88.8538,77,158.475716
-39.604949,16,158.497168
-58.026344,37,158.545933
-27.538839,15,158.56611
-67.093577,44,158.62453
-94.450948,59,158.704751
-17.463306,13,158.722073
-121.418373,60,158.801263
-124.95652,102,158.9355
-18.476809,11,158.950164
-22.712484,48,159.013457
-75.506958,42,159.06914
-73.88664,43,159.128594
-3.275207,12,159.144876
-6.69298,15,159.166973
-130.930759,71,159.262504
-188.582641,162,159.476948
-13.150968,25,159.510213
-58.853059,55,159.583664
-21.042375,11,159.598473
-151.722269,96,159.727647
-16.189384,12,159.743715
-17.562229,14,159.762393
-23.30917,19,159.787672
-30.384099,32,159.83013
-37.8591,25,159.86328
-20.327756,18,160.840111
-19.802679,13,160.85838
-19.37151,12,160.874663
-191.575076,116,161.029128
-30.965581,26,161.063697
-21.678291,15,161.083905
-43.087091,24,161.117033
-78.981389,42,161.173978
-165.706402,123,161.33743
-45.615479,66,161.424879
-63.013884,45,161.48465
-26.638506,28,161.522111
-1108.820318,1000,162.871949
-139.271625,80,162.978219
-23.668102,11,162.993124
-4.660327,46,163.054071
-36.859121,36,163.10215
-128.251554,82,163.213105
-38.434632,26,163.247531
-31.721828,42,163.30334
-133.470564,94,163.427961
-41.181638,29,163.466548
-67.572835,52,163.53511
-26.023058,32,163.577703
-49.709832,39,164.518605
-14.953989,11,164.533279
-89.578272,46,164.594499
-26.017619,20,164.621367
-59.947671,79,164.7269
-42.962973,25,164.759939
-29.116541,26,164.794647
-1216.42267,1000,166.20389
-39.714866,23,166.235607
-19.606106,12,166.2518
-23.167963,16,166.274752
-31.055717,60,166.356911
-2.181769,32,166.40964
-13.650613,12,166.427078
-91.540166,132,166.609672
-6.142904,19,166.635085
-174.60567,134,166.813429
-118.689274,51,166.881368
-126.126096,102,167.017334
-203.859914,165,167.239755
-49.825773,30,167.280354
-51.570274,37,168.452868
-21.901507,12,168.472023
-64.738862,54,168.584454
-22.81863,21,168.615327
-63.378252,48,168.69244
-1096.041185,1000,170.192353
-155.133021,108,170.344897
-31.200956,14,170.364916
-80.416306,73,170.478599
-33.994534,30,170.52032
-12.507162,17,170.544375
-83.8017,56,170.621798
-18.709745,26,170.65694
-31.023653,18,170.681338
-42.50543,35,170.729773
-25.067765,26,170.766169
-145.518873,70,170.865274
-93.979387,110,171.030091
-47.303446,42,171.087475
-101.831679,37,171.141776
-24.018849,23,171.173488
-87.238266,58,171.255921
-66.649656,38,171.309199
-77.935872,33,171.35589
-130.479577,93,172.4274
-63.208217,94,172.555347
-165.200935,81,172.670462
-27.982417,18,172.694409
-94.046422,65,172.779948
-40.003535,26,172.814376
15.920057,27,172.851133
-7.319978,31,172.89285
-1.755396,13,172.910315
-147.249021,111,173.059889
-14.185455,38,173.114429
-56.518701,27,173.154911
2.647266,48,173.222333
-12.603652,13,173.239989
-96.155295,93,173.368491
-27.340753,20,173.39534
-76.947881,42,173.453573
-44.135529,23,173.486492
-7.870507,21,173.516718
-9.444766,20,173.543917
-29.507848,28,173.583224
-70.775622,73,173.684847
-36.54033,57,173.760131
-86.888089,70,173.854505
-161.304448,119,174.021906
-160.72121,119,174.189386
-66.48934,66,174.283753
-85.569841,45,174.351192
-32.851687,34,174.39676
-30.994082,25,174.431103
-19.124683,37,174.488477
-15.133716,13,174.506262
-57.262837,56,174.580578
-28.457623,24,174.616265
-46.143507,24,174.654372
-5.682573,11,174.670271
-87.748393,54,174.744224
-25.490052,17,174.767727
-43.173379,32,174.81089
-277.541441,175,175.056592
-14.665221,15,175.078021
-208.60925,148,176.225489
-23.846212,23,176.25627
-31.907818,15,176.276575
-20.46176,39,176.335052
-123.004404,95,176.462463
-38.241478,18,176.486558
-20.566561,24,176.518729
-89.0703,57,176.594445
-41.441999,30,176.634777
-14.294256,39,176.686548
-32.227923,14,176.705344
-46.264795,32,176.747896
-98.246581,75,176.847405
-34.149782,21,176.875679
-10.557392,13,176.893015
-18.278962,28,176.930352
-1061.785647,1000,178.293403
-10.226478,16,178.315023
-127.923206,73,178.411388
-11.449636,23,178.442193
-37.157767,29,178.480625
-56.360855,63,178.566051
-58.095287,58,178.644772
-40.395724,42,178.700825
-205.036423,135,178.879873
-71.815182,56,178.954419
-93.473643,110,179.980052
-21.293699,24,180.011905
-33.181292,32,180.054181
-37.268125,30,180.093692
-255.690091,194,180.350643
-42.894963,35,180.397228
-13.311113,72,180.492316
-32.198022,16,180.51379
-19.377369,13,180.531222
-5.642067,16,180.552619
-62.966879,63,180.636044
-38.846645,32,180.67865
-31.207453,33,180.722398
-14.857642,13,180.739792
-19.955463,14,180.758235
-32.808952,25,180.791526
-31.067273,17,180.814189
-132.715396,91,180.93493
-91.540961,61,181.015862
-55.942944,39,181.067533
-15.719793,12,181.083524
-91.508754,50,181.15108
-69.593047,32,181.19353
-75.373392,61,181.273932
-50.187309,46,181.334965
-71.319327,51,181.402735
-172.794843,79,181.507547
-27.031821,16,181.528991
-29.701501,31,181.570338
-112.273908,107,181.711758
-6.54904,10,181.725186
-133.452468,105,181.863952
-10.636664,12,181.880005
-38.679625,53,181.94979
-69.014722,35,181.996322
-34.62721,40,182.049398
-88.059029,63,182.134453
-952.600177,1000,184.435331
-25.27133,24,184.467482
-79.226071,37,184.516458
-41.347947,27,184.552494
-22.828918,17,184.575208
-88.741259,78,184.679295
-22.90411,25,184.712279
-28.671443,19,184.737761
-60.554799,26,184.772336
-28.893542,23,184.803117
-16.862425,9,184.815315
-1.845252,14,184.834087
-14.088742,26,184.868719
-33.55407,43,184.926742
-25.273589,22,184.95795
-24.363814,28,184.997536
-36.732693,17,185.021571
-77.376049,105,185.168234
-33.490199,36,185.21711
-13.074441,28,185.255296
-19.438155,21,185.285397
-60.225265,34,185.333302
-938.06274,1000,187.869744
-229.13522,168,188.10254
-23.631213,14,188.12293
-24.096965,15,188.14298
-108.252562,86,188.257529
-55.033026,44,188.315854
-24.688845,27,188.351909
-47.197022,24,188.384073
-94.031929,130,188.556367
-81.17257,63,188.640294
-105.293202,84,188.751195
-18.475391,27,188.787813
-33.579156,23,188.819222
