#{"t_start": 1524074887.627351, "env_id": "Ant-v2"}
r,l,t
-30.965581,26,248.757736
-21.678291,15,248.786204
-43.087091,24,248.830668
-78.981389,42,248.907093
-165.706402,123,249.129626
-45.615479,66,249.248428
-63.013884,45,249.339115
-26.638506,28,249.397947
-1108.820318,1000,251.511799
-139.271625,80,251.679724
-23.668102,11,251.703918
-4.660327,46,251.801557
-36.859121,36,251.872131
-128.251554,82,252.03445
-38.434632,26,252.08278
-31.721828,42,252.162632
-133.470564,94,252.339675
-41.181638,29,252.39178
-67.572835,52,252.486664
-26.023058,32,252.54472
-49.709832,39,254.1461
-14.953989,11,254.169073
-89.578272,46,254.258213
-26.017619,20,254.296591
-59.947671,79,254.4432
-42.962973,25,254.48857
-29.116541,26,254.537224
-1216.42267,1000,256.585266
-39.714866,23,256.63162
-19.606106,12,256.655837
-23.167963,16,256.688812
-31.055717,60,256.810679
-2.181769,32,256.87675
-13.650613,12,256.902251
-91.540166,132,257.186765
-6.142904,19,257.227759
-174.60567,134,257.519525
-118.689274,51,257.614822
-126.126096,102,257.803882
-203.859914,165,258.104044
-49.825773,30,258.157641
-51.570274,37,259.728529
-21.901507,12,259.747888
-64.738862,54,259.843975
-22.81863,21,259.880453
-63.378252,48,259.960886
-1096.041185,1000,261.440357
-155.133021,108,261.579026
-31.200956,14,261.597598
-80.416306,73,261.694736
-33.994534,30,261.734387
-12.507162,17,261.757184
-83.8017,56,261.82998
-18.709745,26,261.864483
-31.023653,18,261.88891
-42.50543,35,261.936322
-25.067765,26,261.970792
-145.518873,70,262.064767
-93.979387,110,262.212294
-47.303446,42,262.269653
-101.831679,37,262.323693
-24.018849,23,262.35563
-87.238266,58,262.436171
-66.649656,38,262.48999
-77.935872,33,262.535885
-130.479577,93,263.609376
-63.208217,94,263.74322
-165.200935,81,263.849118
-27.982417,18,263.872551
-94.046422,65,263.955211
-40.003535,26,263.996692
15.920057,27,264.031322
-7.319978,31,264.071491
-1.755396,13,264.088177
-147.249021,111,264.232712
-14.185455,38,264.281334
-56.518701,27,264.318794
2.647266,48,264.380065
-12.603652,13,264.397085
-96.155295,93,264.515524
-27.340753,20,264.54089
-76.947881,42,264.596149
-44.135529,23,264.625628
-7.870507,21,264.6526
-9.444766,20,264.682142
-29.507848,28,264.723899
-70.775622,73,264.822976
-36.54033,57,264.897355
-86.888089,70,264.9869
-161.304448,119,265.139516
-160.72121,119,265.295998
-66.48934,66,265.379999
-85.569841,45,265.437757
-32.851687,34,265.481236
-30.994082,25,265.513263
-19.124683,37,265.560207
-15.133716,13,265.576882
-57.262837,56,265.648105
-28.457623,24,265.679425
-46.143507,24,265.710385
-5.682573,11,265.724636
-87.748393,54,265.79878
-25.490052,17,265.820709
-43.173379,32,265.86131
-277.541441,175,266.104368
-14.665221,15,266.12562
-208.60925,148,267.29631
-23.846212,23,267.327412
-31.907818,15,267.347774
-20.46176,39,267.404588
-123.004404,95,267.529618
-38.241478,18,267.553181
-20.566561,24,267.585344
-89.0703,57,267.661118
-41.441999,30,267.701384
-14.294256,39,267.752836
-32.227923,14,267.771564
-46.264795,32,267.814308
-98.246581,75,267.91766
-34.149782,21,267.947094
-10.557392,13,267.964511
-18.278962,28,268.001234
-1061.785647,1000,269.387855
-10.226478,16,269.408635
-127.923206,73,269.503089
-11.449636,23,269.535378
-37.157767,29,269.576581
-56.360855,63,269.663169
-58.095287,58,269.74087
-40.395724,42,269.795598
-205.036423,135,269.984648
-71.815182,56,270.062107
-93.473643,110,271.203673
-21.293699,24,271.238415
-33.181292,32,271.28199
-37.268125,30,271.324375
-255.690091,194,271.581278
-42.894963,35,271.628227
-13.311113,72,271.730408
-32.198022,16,271.752753
-19.377369,13,271.770401
-5.642067,16,271.792008
-62.966879,63,271.876874
-38.846645,32,271.921011
-31.207453,33,271.965098
-14.857642,13,271.982397
-19.955463,14,272.000521
-32.808952,25,272.034562
-31.067273,17,272.056647
-132.715396,91,272.177562
-91.540961,61,272.259421
-55.942944,39,272.312989
-15.719793,12,272.329251
-91.508754,50,272.396081
-69.593047,32,272.438936
-75.373392,61,272.543313
-50.187309,46,272.612011
-71.319327,51,272.688343
-172.794843,79,272.814935
-27.031821,16,272.840143
-29.701501,31,272.893924
-112.273908,107,273.056685
-6.54904,10,273.069914
-133.452468,105,273.216307
-10.636664,12,273.233142
-38.679625,53,273.304143
-69.014722,35,273.351701
-34.62721,40,273.405103
-88.059029,63,273.492844
-952.600177,1000,275.87518
-25.27133,24,275.910147
-79.226071,37,275.962935
-41.347947,27,276.001012
-22.828918,17,276.02595
-88.741259,78,276.134314
-22.90411,25,276.166703
-28.671443,19,276.192289
-60.554799,26,276.22708
-28.893542,23,276.256877
-16.862425,9,276.268822
-1.845252,14,276.287751
-14.088742,26,276.325024
-33.55407,43,276.381521
-25.273589,22,276.412155
-24.363814,28,276.45004
-36.732693,17,276.472483
-77.376049,105,276.61559
-33.490199,36,276.662422
-13.074441,28,276.698703
-19.438155,21,276.726436
-60.225265,34,276.771981
-938.06274,1000,279.116884
-229.13522,168,279.332589
-23.631213,14,279.355012
-24.096965,15,279.374804
-108.252562,86,279.485764
-55.033026,44,279.542186
-24.688845,27,279.577312
-47.197022,24,279.608352
-94.031929,130,279.780498
-81.17257,63,279.865374
-105.293202,84,279.97397
-18.475391,27,280.009151
-33.579156,23,280.042618
-26.844344,41,280.095655
